listing_id,user_id,category,emirate,price,created_date,status
1117,1458,Commercial,Dubai,1626579.76,2025-02-19,active
1118,3307,Commercial,Dubai,2448572.38,2025-06-07,active
1119,4981,Penthouses,Dubai,5712479.01,2025-04-25,expired
1120,4133,Apartments,Sharjah,637046.49,2024-09-06,active
1121,4012,Villas,Umm Al Quwain,1824577.08,2024-06-15,active
1122,129,Townhouses,Sharjah,1898499.73,2025-03-17,active
1123,2144,Apartments,Dubai,1250602.29,2025-10-30,active
1124,4197,Penthouses,Dubai,8878465.02,2025-06-30,expired
1125,4908,Villas,Dubai,3631010.74,2025-03-19,sold
1126,4768,Apartments,Sharjah,492037.21,2025-07-20,active
1127,3232,Apartments,Dubai,1105459.04,2025-06-14,active
1128,2686,Apartments,Dubai,872360.04,2025-02-10,sold
1129,1757,Penthouses,Abu Dhabi,8260201.98,2025-11-01,active
1130,1951,Penthouses,Abu Dhabi,5723137.13,2025-06-20,active
1131,2178,Land,Dubai,1808829.18,2024-12-29,sold
1132,2323,Land,Sharjah,582523.0,2025-02-25,active
1133,3741,Villas,Abu Dhabi,4494224.38,2025-10-04,sold
1134,4291,Villas,Dubai,4179504.63,2024-01-04,active
1135,3916,Apartments,Dubai,923528.27,2024-07-13,active
1136,4570,Commercial,Dubai,1618951.66,2024-08-28,active
1137,2711,Villas,Fujairah,1981030.95,2025-10-17,active
1138,2658,Commercial,Abu Dhabi,1858338.25,2024-09-02,sold
1139,4415,Villas,Dubai,2710733.63,2024-08-07,active
1140,2768,Villas,Umm Al Quwain,1768170.97,2024-10-16,active
1141,2782,Townhouses,Abu Dhabi,2140490.47,2025-06-07,expired
1142,2360,Apartments,Dubai,1525060.26,2024-05-13,expired
1143,680,Penthouses,Abu Dhabi,5795014.93,2025-12-16,active
1144,52,Commercial,Dubai,2615529.53,2025-04-03,active
1145,1881,Villas,Ras Al Khaimah,1326847.44,2025-08-25,active
1146,949,Penthouses,Ras Al Khaimah,2643879.21,2024-07-21,active
1147,2785,Villas,Abu Dhabi,3620202.84,2025-03-29,active
1148,1493,Townhouses,Dubai,2170327.48,2024-05-29,active
1149,3139,Villas,Abu Dhabi,3820170.01,2024-12-01,active
1150,1820,Villas,Ras Al Khaimah,2329358.7,2024-10-11,sold
1151,2398,Townhouses,Dubai,1649916.0,2025-02-14,active
1152,4222,Land,Sharjah,1148314.31,2025-09-16,active
1153,571,Villas,Ajman,1257448.69,2024-11-04,active
1154,868,Townhouses,Dubai,1755777.98,2025-09-28,active
1155,1174,Commercial,Abu Dhabi,2162753.23,2024-06-04,sold
1156,484,Villas,Dubai,2508612.55,2024-06-29,active
1157,2150,Villas,Dubai,3712139.58,2025-01-28,active
1158,4363,Apartments,Abu Dhabi,1070347.24,2024-08-11,active
1159,3736,Apartments,Dubai,1019272.97,2024-04-14,active
1160,2133,Townhouses,Dubai,2813119.04,2025-05-29,active
1161,3105,Apartments,Abu Dhabi,697108.82,2024-09-23,active
1162,740,Villas,Sharjah,2471654.77,2025-01-26,active
1163,4537,Apartments,Dubai,772176.26,2025-04-02,expired
1164,3601,Land,Abu Dhabi,1008527.03,2024-09-29,active
1165,1762,Apartments,Sharjah,820891.37,2024-05-05,expired
1166,4773,Land,Umm Al Quwain,720434.85,2025-04-22,active
1167,1414,Apartments,Umm Al Quwain,571085.29,2024-04-30,active
1168,3375,Commercial,Umm Al Quwain,964683.08,2025-06-05,sold
1169,4794,Apartments,Dubai,1188209.48,2025-02-01,active
1170,1365,Apartments,Dubai,1530174.05,2024-02-22,sold
1171,4426,Apartments,Abu Dhabi,908591.17,2025-03-17,active
1172,4007,Townhouses,Abu Dhabi,2797044.5,2024-07-02,active
1173,1324,Penthouses,Dubai,9447871.4,2025-01-05,active
1174,2139,Commercial,Abu Dhabi,2632431.47,2024-09-22,active
1175,955,Apartments,Abu Dhabi,1305499.43,2025-10-23,expired
1176,3595,Apartments,Abu Dhabi,1010028.83,2025-10-22,active
1177,2713,Apartments,Fujairah,515908.23,2024-11-23,active
1178,4078,Townhouses,Dubai,2963223.71,2024-01-23,sold
1179,1133,Villas,Abu Dhabi,4295953.84,2025-07-27,active
1180,1223,Apartments,Sharjah,945707.63,2024-09-07,active
1181,2985,Villas,Sharjah,2780765.06,2025-09-25,active
1182,1420,Apartments,Dubai,1361149.31,2025-11-03,active
1183,3815,Villas,Abu Dhabi,3465411.14,2025-12-27,active
1184,1726,Townhouses,Sharjah,2020049.62,2024-12-27,sold
1185,2928,Apartments,Abu Dhabi,974857.55,2024-12-18,active
1186,332,Apartments,Dubai,979350.14,2025-01-20,expired
1187,672,Penthouses,Ras Al Khaimah,4056786.49,2025-06-09,active
1188,545,Apartments,Ras Al Khaimah,819434.2,2025-08-25,expired
1189,4674,Commercial,Ras Al Khaimah,754186.09,2024-08-19,active
1190,4729,Apartments,Fujairah,697661.78,2025-02-02,sold
1191,197,Apartments,Dubai,958617.24,2024-09-26,expired
1192,4190,Apartments,Abu Dhabi,822783.45,2024-05-18,active
1193,3405,Land,Dubai,1624244.47,2024-12-07,active
1194,4987,Land,Dubai,960353.12,2025-11-11,active
1195,1244,Apartments,Dubai,1449120.1,2024-05-10,expired
1196,3772,Villas,Sharjah,1623416.08,2025-11-24,active
1197,732,Apartments,Dubai,814948.6,2025-08-23,expired
1198,343,Apartments,Sharjah,676603.39,2025-07-28,sold
1199,4335,Penthouses,Fujairah,2575083.19,2024-03-23,sold
1200,1754,Apartments,Abu Dhabi,1003352.49,2024-08-11,active
1201,4393,Apartments,Dubai,1269321.27,2025-09-22,sold
1202,2470,Penthouses,Dubai,8524672.4,2025-09-24,active
1203,823,Apartments,Dubai,1192577.66,2024-08-23,active
1204,4300,Apartments,Dubai,735273.48,2025-01-22,sold
1205,1103,Apartments,Dubai,835167.77,2024-12-19,sold
1206,4845,Apartments,Ajman,717913.76,2024-12-12,active
1207,3118,Penthouses,Dubai,8408982.68,2024-12-02,sold
1208,1759,Townhouses,Abu Dhabi,2108572.6,2024-08-16,sold
1209,4780,Villas,Dubai,2527636.96,2024-03-11,expired
1210,972,Apartments,Dubai,1506060.48,2025-04-11,active
1211,4421,Villas,Dubai,4677452.12,2024-12-27,active
1212,222,Apartments,Dubai,1345880.98,2025-09-23,active
1213,1154,Land,Fujairah,622780.7,2025-12-27,active
1214,1327,Villas,Abu Dhabi,2767033.86,2024-01-19,active
1215,504,Villas,Sharjah,1536597.75,2024-02-01,active
1216,4840,Apartments,Dubai,833233.67,2024-05-31,active
1217,877,Apartments,Dubai,1446893.9,2024-03-23,sold
1218,63,Apartments,Sharjah,594153.37,2025-10-20,active
1219,1022,Apartments,Dubai,1481040.09,2024-06-30,expired
1220,4624,Commercial,Abu Dhabi,1790735.18,2024-07-13,expired
1221,2526,Townhouses,Dubai,2742710.07,2025-07-13,sold
1222,2852,Villas,Abu Dhabi,2513958.01,2024-05-27,active
1223,3929,Penthouses,Dubai,8762456.61,2024-07-27,active
1224,23,Apartments,Abu Dhabi,1262712.48,2024-11-24,sold
1225,4213,Apartments,Dubai,1398672.49,2025-07-22,sold
1226,3380,Villas,Dubai,3311459.68,2024-02-04,sold
1227,738,Villas,Abu Dhabi,2202296.26,2025-09-22,active
1228,799,Penthouses,Sharjah,4232835.87,2025-02-10,active
1229,250,Commercial,Dubai,1899641.63,2025-11-26,active
1230,692,Apartments,Dubai,1104865.32,2024-03-19,active
1231,3785,Townhouses,Dubai,3451547.38,2025-06-13,sold
1232,2358,Villas,Abu Dhabi,2761314.7,2024-03-31,active
1233,3282,Apartments,Sharjah,460692.55,2025-08-05,active
1234,1489,Apartments,Ras Al Khaimah,695012.03,2024-10-15,active
1235,3519,Villas,Abu Dhabi,2590948.55,2024-01-13,active
1236,2735,Apartments,Sharjah,894550.07,2025-06-19,active
1237,3298,Apartments,Ajman,696476.33,2024-05-22,expired
1238,3584,Commercial,Abu Dhabi,1474435.52,2024-07-23,active
1239,525,Villas,Ajman,1889372.71,2025-09-24,active
1240,263,Apartments,Dubai,1073116.95,2024-04-24,active
1241,2707,Townhouses,Dubai,1764942.64,2024-10-03,active
1242,3662,Villas,Sharjah,1598917.47,2025-06-24,active
1243,161,Townhouses,Dubai,2079702.09,2025-06-25,sold
1244,4523,Apartments,Sharjah,835731.06,2025-06-13,expired
1245,2209,Villas,Dubai,4011045.18,2025-05-25,sold
1246,2595,Penthouses,Dubai,7724903.69,2024-04-28,active
1247,4831,Apartments,Ajman,651537.28,2025-12-12,expired
1248,3236,Penthouses,Abu Dhabi,6565557.24,2025-05-01,active
1249,534,Apartments,Abu Dhabi,1198199.59,2024-04-30,sold
1250,3132,Townhouses,Sharjah,1125567.84,2025-08-14,expired
1251,816,Apartments,Abu Dhabi,1403555.61,2024-03-01,active
1252,4678,Apartments,Dubai,872930.59,2024-02-11,active
1253,1500,Apartments,Sharjah,711878.71,2025-08-30,active
1254,2369,Villas,Fujairah,2244804.68,2025-03-16,active
1255,121,Apartments,Ajman,437419.67,2025-10-23,expired
1256,1144,Apartments,Abu Dhabi,1067958.72,2025-12-11,sold
1257,4429,Penthouses,Dubai,6685857.97,2024-05-16,sold
1258,225,Townhouses,Sharjah,1306934.19,2025-12-14,sold
1259,4471,Commercial,Sharjah,1065802.31,2025-11-19,sold
1260,4683,Villas,Abu Dhabi,4483323.13,2024-02-27,active
1261,1201,Commercial,Dubai,2058352.63,2024-05-08,active
1262,4404,Villas,Abu Dhabi,2795439.97,2024-04-19,sold
1263,251,Penthouses,Ras Al Khaimah,5167422.98,2024-10-05,expired
1264,2131,Apartments,Dubai,1358516.78,2025-08-20,active
1265,2917,Villas,Sharjah,1773020.51,2025-05-22,expired
1266,4153,Villas,Fujairah,1696919.71,2025-11-26,active
1267,211,Apartments,Dubai,1122623.95,2025-11-16,active
1268,768,Penthouses,Dubai,5532354.56,2024-05-15,active
1269,2454,Villas,Dubai,3959675.19,2025-05-28,active
1270,1293,Villas,Abu Dhabi,4061141.17,2025-02-14,active
1271,1355,Villas,Abu Dhabi,4269147.89,2025-04-25,active
1272,3213,Villas,Umm Al Quwain,1805215.0,2025-07-16,active
1273,410,Apartments,Abu Dhabi,848131.02,2025-08-26,active
1274,725,Penthouses,Abu Dhabi,5902128.21,2025-03-06,active
1275,4521,Townhouses,Dubai,2169867.89,2024-02-07,expired
1276,4532,Villas,Dubai,3256205.79,2024-02-09,active
1277,3771,Villas,Ras Al Khaimah,2147083.62,2025-07-13,sold
1278,1489,Apartments,Dubai,1231149.35,2025-09-20,active
1279,2319,Penthouses,Dubai,7393351.89,2025-11-23,sold
1280,3517,Apartments,Abu Dhabi,911918.34,2024-07-25,active
1281,96,Apartments,Dubai,1049098.1,2024-01-14,active
1282,2913,Villas,Dubai,3913822.01,2025-07-01,active
1283,4479,Apartments,Abu Dhabi,1112732.43,2024-10-11,sold
1284,1819,Apartments,Abu Dhabi,1207056.25,2024-10-15,active
1285,337,Commercial,Dubai,1768309.27,2025-04-27,active
1286,4319,Villas,Abu Dhabi,3119794.64,2025-02-04,sold
1287,520,Apartments,Dubai,1558927.38,2024-12-21,active
1288,2034,Villas,Sharjah,2359504.1,2024-04-14,sold
1289,1676,Townhouses,Dubai,2037379.58,2024-04-04,sold
1290,4,Apartments,Umm Al Quwain,294013.08,2025-04-23,active
1291,4558,Villas,Abu Dhabi,3971421.25,2024-03-25,sold
1292,1357,Villas,Umm Al Quwain,1625476.46,2024-12-30,active
1293,2148,Apartments,Dubai,992479.22,2024-11-25,active
1294,1584,Townhouses,Dubai,3112570.6,2025-05-21,active
1295,518,Villas,Sharjah,2834521.13,2025-04-22,expired
1296,536,Penthouses,Dubai,5895197.67,2024-12-08,active
1297,4478,Townhouses,Abu Dhabi,3164704.31,2024-08-10,sold
1298,3283,Villas,Abu Dhabi,2332555.47,2024-09-10,active
1299,2219,Villas,Ajman,1175503.53,2024-06-18,active
1300,2675,Townhouses,Fujairah,1297373.84,2024-08-20,expired
1301,4473,Villas,Sharjah,2387850.65,2024-07-08,expired
1302,4766,Villas,Abu Dhabi,3156831.91,2025-08-02,expired
1303,3123,Villas,Sharjah,2786771.6,2025-03-17,active
1304,4820,Apartments,Dubai,1277042.29,2024-12-04,active
1305,1105,Townhouses,Sharjah,1075493.47,2025-02-03,sold
1306,3914,Land,Dubai,1875898.26,2025-12-30,expired
1307,365,Villas,Dubai,2479376.45,2024-03-30,sold
1308,507,Apartments,Abu Dhabi,1250078.46,2025-04-17,active
1309,3235,Apartments,Dubai,1069776.94,2025-12-01,sold
1310,1031,Apartments,Abu Dhabi,923638.15,2025-11-13,active
1311,3105,Villas,Dubai,3819705.22,2024-10-06,sold
1312,2467,Penthouses,Dubai,9600628.71,2025-06-22,active
1313,385,Apartments,Dubai,1040037.17,2024-11-01,expired
1314,4561,Townhouses,Abu Dhabi,2221275.4,2024-02-15,active
1315,3571,Apartments,Dubai,1385698.47,2024-05-19,active
1316,3471,Commercial,Abu Dhabi,1898058.33,2024-03-26,active
1317,240,Villas,Sharjah,1893634.25,2024-11-24,active
1318,1809,Apartments,Abu Dhabi,1139413.03,2024-11-22,active
1319,1987,Commercial,Dubai,2611330.74,2024-06-08,expired
1320,1072,Commercial,Dubai,2018225.0,2024-10-26,sold
1321,444,Apartments,Abu Dhabi,1135603.56,2024-10-28,active
1322,440,Apartments,Fujairah,499390.33,2025-04-10,expired
1323,971,Apartments,Dubai,1529448.1,2024-08-28,sold
1324,3508,Land,Abu Dhabi,1470378.38,2024-08-28,active
1325,1101,Penthouses,Abu Dhabi,6072688.87,2025-02-26,active
1326,1449,Apartments,Umm Al Quwain,309536.05,2025-06-06,expired
1327,4124,Penthouses,Dubai,8693786.13,2024-10-19,sold
1328,492,Apartments,Fujairah,542150.57,2025-03-24,active
1329,4824,Villas,Dubai,4123514.34,2024-07-12,expired
1330,1048,Apartments,Dubai,1208762.52,2024-04-27,expired
1331,2936,Villas,Sharjah,1421791.96,2025-04-08,sold
1332,3655,Apartments,Sharjah,853774.5,2025-07-12,expired
1333,3482,Apartments,Sharjah,918795.14,2025-07-24,active
1334,4332,Apartments,Sharjah,900862.95,2025-07-17,active
1335,3524,Apartments,Abu Dhabi,968347.74,2024-08-16,sold
1336,394,Villas,Dubai,4404402.56,2024-08-24,active
1337,2169,Commercial,Dubai,1564550.06,2025-02-07,sold
1338,1906,Villas,Ras Al Khaimah,1731840.85,2024-11-15,sold
1339,2199,Apartments,Sharjah,667769.48,2024-09-24,active
1340,3010,Apartments,Abu Dhabi,1240141.45,2024-05-15,expired
1341,629,Apartments,Fujairah,395198.91,2025-01-19,sold
1342,3666,Apartments,Abu Dhabi,1259788.79,2025-05-21,sold
1343,4025,Townhouses,Abu Dhabi,2921354.91,2025-12-03,active
1344,3592,Commercial,Dubai,1686796.7,2024-05-22,sold
1345,1363,Villas,Dubai,4530785.57,2025-04-10,active
1346,3109,Townhouses,Ajman,1531646.71,2025-11-22,active
1347,104,Townhouses,Dubai,3223200.02,2025-10-24,sold
1348,3171,Land,Ajman,542366.36,2024-04-02,sold
1349,1593,Apartments,Abu Dhabi,1280890.5,2024-05-11,active
1350,4468,Villas,Dubai,3897735.29,2025-07-18,active
1351,1881,Commercial,Dubai,2703228.02,2024-09-09,expired
1352,851,Villas,Sharjah,2034142.44,2024-12-26,active
1353,2348,Villas,Dubai,3379960.09,2025-02-12,expired
1354,2285,Apartments,Fujairah,702916.42,2025-07-15,active
1355,3503,Apartments,Abu Dhabi,1301337.02,2024-04-21,expired
1356,541,Villas,Abu Dhabi,3180807.49,2025-10-25,sold
1357,878,Apartments,Sharjah,834893.7,2024-08-11,sold
1358,2626,Apartments,Abu Dhabi,784960.18,2025-05-28,active
1359,4116,Villas,Dubai,3676053.35,2025-11-05,active
1360,4653,Villas,Umm Al Quwain,1402693.79,2024-01-03,sold
1361,4906,Apartments,Umm Al Quwain,380640.67,2025-06-08,active
1362,1089,Penthouses,Dubai,8916677.5,2024-11-25,sold
1363,2080,Villas,Dubai,2507808.47,2025-02-16,sold
1364,4901,Villas,Umm Al Quwain,1585472.6,2024-09-22,active
1365,1083,Commercial,Ajman,1097062.19,2024-11-30,active
1366,1334,Villas,Dubai,4335106.83,2025-05-21,active
1367,924,Land,Sharjah,879980.27,2024-09-25,active
1368,1288,Commercial,Abu Dhabi,2676103.83,2024-01-29,active
1369,4217,Commercial,Sharjah,1374764.01,2025-09-28,active
1370,1194,Apartments,Ajman,341722.69,2024-11-12,active
1371,18,Apartments,Sharjah,645601.19,2024-08-01,active
1372,939,Apartments,Dubai,1427940.85,2025-03-30,active
1373,4573,Commercial,Sharjah,1526271.32,2024-03-10,active
1374,4488,Apartments,Dubai,1038062.56,2025-11-24,sold
1375,2366,Apartments,Sharjah,907643.43,2024-01-12,active
1376,2616,Townhouses,Abu Dhabi,1658970.52,2024-12-31,active
1377,389,Penthouses,Dubai,8621799.55,2025-03-07,sold
1378,4509,Townhouses,Dubai,2217065.8,2024-11-29,expired
1379,4823,Apartments,Sharjah,498000.97,2024-04-30,active
1380,139,Villas,Sharjah,2865598.87,2025-04-27,active
1381,2286,Commercial,Umm Al Quwain,877995.78,2025-07-23,active
1382,611,Apartments,Fujairah,353693.65,2025-10-07,active
1383,3195,Villas,Dubai,2308908.97,2024-02-24,sold
1384,3039,Apartments,Dubai,803126.5,2025-05-02,sold
1385,1842,Land,Dubai,1374901.78,2024-07-31,active
1386,3268,Townhouses,Fujairah,1267039.83,2025-04-03,sold
1387,3846,Apartments,Abu Dhabi,954074.31,2025-08-23,active
1388,1595,Villas,Abu Dhabi,2806082.63,2025-08-16,active
1389,4377,Townhouses,Abu Dhabi,2212283.08,2024-02-26,active
1390,3762,Penthouses,Abu Dhabi,6791690.95,2025-07-02,active
1391,4261,Commercial,Abu Dhabi,1940368.93,2025-01-03,expired
1392,3976,Penthouses,Dubai,4709301.35,2024-06-01,sold
1393,3513,Apartments,Abu Dhabi,731546.39,2024-10-24,active
1394,3089,Apartments,Abu Dhabi,769155.22,2024-03-03,expired
1395,1088,Villas,Sharjah,2981201.83,2025-12-07,active
1396,4277,Villas,Ajman,1274126.36,2024-09-30,active
1397,645,Villas,Dubai,4728381.07,2025-01-27,expired
1398,3020,Commercial,Fujairah,1194454.86,2025-07-19,active
1399,4182,Apartments,Umm Al Quwain,427382.61,2024-05-31,active
1400,740,Townhouses,Dubai,2193605.59,2024-05-18,sold
1401,612,Apartments,Sharjah,875410.27,2024-09-17,active
1402,2297,Apartments,Sharjah,654240.22,2024-07-26,active
1403,2182,Apartments,Dubai,1512596.91,2025-03-05,active
1404,4814,Apartments,Dubai,1316334.61,2025-11-26,expired
1405,2166,Townhouses,Dubai,3353215.94,2025-06-01,active
1406,4535,Apartments,Dubai,1132440.66,2024-04-05,sold
1407,2613,Villas,Abu Dhabi,2106926.75,2024-10-04,active
1408,1035,Penthouses,Dubai,8868623.59,2025-06-28,sold
1409,148,Commercial,Dubai,2351104.49,2024-07-08,active
1410,2804,Villas,Umm Al Quwain,1334358.16,2025-03-01,active
1411,1115,Apartments,Ras Al Khaimah,836362.0,2025-09-18,active
1412,4588,Townhouses,Ras Al Khaimah,1774562.65,2024-07-07,active
1413,479,Apartments,Abu Dhabi,1398005.66,2024-06-02,sold
1414,1498,Apartments,Dubai,1104583.14,2025-02-01,active
1415,3439,Apartments,Fujairah,544222.05,2024-08-29,expired
1416,3057,Apartments,Dubai,1382202.58,2024-12-16,expired
1417,484,Apartments,Abu Dhabi,1420588.47,2025-02-16,sold
1418,3800,Commercial,Dubai,2638399.32,2025-08-25,active
1419,1524,Villas,Sharjah,1469791.35,2025-01-08,active
1420,3610,Apartments,Abu Dhabi,825300.15,2024-07-27,active
1421,581,Penthouses,Abu Dhabi,7466330.05,2025-05-24,active
1422,3964,Apartments,Sharjah,953842.82,2024-02-20,active
1423,4131,Villas,Dubai,4124578.91,2024-08-29,sold
1424,1860,Penthouses,Dubai,7500932.27,2025-04-01,active
1425,4859,Villas,Dubai,4504404.49,2025-11-12,active
1426,4876,Apartments,Umm Al Quwain,525117.15,2025-11-16,active
1427,722,Land,Sharjah,889389.06,2024-10-13,active
1428,3885,Apartments,Dubai,1175965.28,2024-10-07,active
1429,580,Apartments,Dubai,855902.59,2024-04-02,sold
1430,3304,Apartments,Dubai,1117602.36,2025-09-18,active
1431,2949,Villas,Abu Dhabi,4215141.48,2024-06-27,active
1432,1241,Villas,Dubai,4516314.93,2024-07-06,expired
1433,3567,Apartments,Abu Dhabi,820804.71,2025-11-06,active
1434,2060,Commercial,Fujairah,992433.47,2024-07-12,active
1435,1449,Apartments,Dubai,1494386.27,2024-12-05,sold
1436,2441,Villas,Dubai,2398325.39,2024-12-15,active
1437,3650,Penthouses,Fujairah,3791251.02,2025-04-06,active
1438,3679,Townhouses,Dubai,2319823.73,2024-07-04,active
1439,1688,Villas,Sharjah,1415573.07,2024-03-09,active
1440,2731,Commercial,Dubai,1431308.07,2025-03-23,sold
1441,2536,Townhouses,Sharjah,1699301.85,2024-06-19,expired
1442,817,Land,Umm Al Quwain,535079.89,2025-04-22,active
1443,3178,Apartments,Umm Al Quwain,286110.91,2025-08-11,active
1444,2417,Townhouses,Abu Dhabi,2184304.47,2025-01-12,sold
1445,1452,Apartments,Dubai,1324616.18,2024-03-25,active
1446,1916,Apartments,Fujairah,438930.91,2024-09-13,expired
1447,1452,Land,Ras Al Khaimah,863442.38,2024-04-03,active
1448,2571,Penthouses,Fujairah,2957626.55,2025-06-09,expired
1449,87,Apartments,Abu Dhabi,1295966.23,2024-10-15,expired
1450,647,Apartments,Dubai,1445869.29,2025-07-13,expired
1451,2843,Land,Sharjah,999291.91,2024-01-15,active
1452,2784,Apartments,Dubai,1523276.89,2025-08-04,active
1453,3629,Townhouses,Ajman,1156632.99,2024-05-24,active
1454,2899,Townhouses,Abu Dhabi,2144720.12,2025-10-02,active
1455,1890,Townhouses,Ajman,797596.85,2025-01-15,expired
1456,2359,Land,Abu Dhabi,1771041.34,2025-04-29,sold
1457,100,Apartments,Ras Al Khaimah,445095.83,2025-04-09,active
1458,1033,Commercial,Ras Al Khaimah,1094862.92,2025-08-19,active
1459,2329,Apartments,Abu Dhabi,1153429.24,2024-02-16,expired
1460,1814,Land,Dubai,1549988.57,2025-08-07,expired
1461,4469,Villas,Sharjah,1789809.57,2025-11-08,active
1462,4646,Apartments,Dubai,1050751.39,2025-11-11,active
1463,3339,Land,Abu Dhabi,1394504.67,2024-11-02,sold
1464,3259,Villas,Fujairah,2140599.88,2024-02-17,active
1465,604,Villas,Sharjah,2164001.04,2025-03-04,active
1466,1980,Land,Abu Dhabi,1506612.67,2024-10-21,active
1467,1785,Townhouses,Abu Dhabi,2011350.58,2025-02-01,active
1468,3072,Commercial,Dubai,1977503.59,2025-04-17,active
1469,1288,Apartments,Dubai,861685.85,2024-05-27,active
1470,91,Apartments,Dubai,1043729.81,2024-08-24,active
1471,3205,Apartments,Dubai,1174982.78,2025-09-02,active
1472,501,Townhouses,Sharjah,1667729.86,2024-07-25,sold
1473,1793,Penthouses,Dubai,9001259.62,2025-08-31,active
1474,262,Villas,Abu Dhabi,4241632.84,2024-03-12,sold
1475,381,Villas,Dubai,4262194.11,2025-11-23,active
1476,3392,Villas,Dubai,2668813.7,2025-10-04,expired
1477,725,Villas,Abu Dhabi,4006987.94,2025-02-22,sold
1478,54,Apartments,Sharjah,938336.14,2024-01-16,expired
1479,3740,Apartments,Ras Al Khaimah,644032.62,2024-11-09,sold
1480,4449,Villas,Ras Al Khaimah,2429985.25,2024-07-30,active
1481,4862,Townhouses,Sharjah,1367060.97,2025-10-18,active
1482,1892,Land,Dubai,1607877.92,2024-08-17,expired
1483,70,Commercial,Dubai,1942268.63,2025-04-12,active
1484,637,Apartments,Umm Al Quwain,564777.0,2025-01-26,sold
1485,1033,Apartments,Abu Dhabi,741760.6,2025-05-25,active
1486,1328,Apartments,Sharjah,451133.03,2025-06-21,active
1487,1379,Apartments,Sharjah,819485.26,2025-06-04,active
1488,2889,Commercial,Abu Dhabi,1439269.83,2025-09-09,active
1489,4005,Townhouses,Sharjah,1659505.99,2024-08-30,active
1490,919,Villas,Dubai,3240713.79,2025-05-01,active
1491,669,Townhouses,Ras Al Khaimah,1455526.85,2024-07-23,active
1492,3854,Apartments,Sharjah,643440.51,2024-08-29,active
1493,413,Penthouses,Sharjah,5734937.13,2024-03-21,active
1494,4947,Commercial,Dubai,2892379.54,2025-08-23,sold
1495,1267,Villas,Abu Dhabi,4258115.25,2024-04-26,sold
1496,2262,Apartments,Ras Al Khaimah,780072.22,2025-03-31,sold
1497,4210,Apartments,Sharjah,692107.3,2025-11-04,active
1498,1456,Villas,Abu Dhabi,3387970.99,2024-09-02,sold
1499,1874,Apartments,Fujairah,358717.28,2024-03-22,active
1500,2284,Villas,Dubai,2824698.54,2025-03-03,active
1501,4300,Townhouses,Dubai,3461212.09,2025-06-09,expired
1502,4730,Townhouses,Dubai,1657109.15,2025-03-13,active
1503,107,Apartments,Abu Dhabi,1423622.81,2024-11-20,active
1504,1223,Apartments,Dubai,1324493.68,2025-04-28,active
1505,1042,Townhouses,Dubai,2336126.29,2025-12-30,active
1506,1071,Villas,Abu Dhabi,4227206.11,2025-06-12,active
1507,3243,Apartments,Sharjah,870337.77,2024-08-18,active
1508,4874,Apartments,Ajman,511456.53,2024-11-16,active
1509,4789,Apartments,Abu Dhabi,773390.72,2025-02-12,active
1510,188,Townhouses,Umm Al Quwain,694554.37,2024-07-08,sold
1511,607,Villas,Dubai,3856108.0,2024-03-26,expired
1512,1304,Villas,Umm Al Quwain,1093169.76,2025-03-31,expired
1513,239,Apartments,Ajman,620879.64,2025-04-23,sold
1514,548,Townhouses,Dubai,1920364.55,2025-04-17,active
1515,1664,Commercial,Abu Dhabi,1280148.63,2025-04-19,active
1516,3325,Villas,Dubai,4462220.26,2025-08-25,sold
1517,3222,Villas,Sharjah,2825479.58,2025-01-28,active
1518,3228,Commercial,Dubai,2163946.18,2025-01-22,active
1519,2963,Apartments,Abu Dhabi,1270120.64,2024-02-14,sold
1520,2462,Townhouses,Abu Dhabi,2257606.39,2025-11-26,expired
1521,2509,Townhouses,Dubai,2058675.33,2024-07-23,active
1522,70,Apartments,Abu Dhabi,800467.07,2025-05-04,active
1523,1384,Villas,Abu Dhabi,4101655.95,2024-08-10,active
1524,1204,Apartments,Sharjah,788717.87,2025-04-29,expired
1525,2815,Commercial,Abu Dhabi,1721608.43,2025-07-04,sold
1526,831,Townhouses,Ras Al Khaimah,1523322.08,2025-05-25,expired
1527,4373,Townhouses,Fujairah,1269318.42,2025-10-13,sold
1528,804,Townhouses,Fujairah,883456.34,2024-04-16,active
1529,2549,Commercial,Sharjah,1471694.4,2025-11-11,active
1530,3116,Apartments,Dubai,1009911.12,2025-02-03,active
1531,1098,Townhouses,Umm Al Quwain,832848.1,2024-06-17,active
1532,1530,Commercial,Sharjah,1190083.68,2024-01-07,active
1533,2012,Apartments,Dubai,1406276.79,2025-07-24,sold
1534,1974,Apartments,Sharjah,635312.3,2025-07-14,sold
1535,4092,Villas,Dubai,4143796.73,2024-02-23,active
1536,3825,Penthouses,Dubai,8137110.59,2024-04-20,sold
1537,4091,Apartments,Abu Dhabi,1122682.76,2024-11-12,expired
1538,2198,Townhouses,Fujairah,1547585.23,2025-10-28,active
1539,1634,Villas,Dubai,3238868.95,2025-06-14,active
1540,2219,Villas,Fujairah,1763576.68,2025-04-05,active
1541,521,Villas,Fujairah,1201767.79,2025-11-04,active
1542,2340,Villas,Abu Dhabi,4279820.95,2024-11-27,active
1543,2510,Villas,Ajman,1272437.73,2025-08-09,active
1544,1169,Apartments,Fujairah,557075.17,2024-07-17,active
1545,3660,Apartments,Ras Al Khaimah,499309.05,2025-11-30,active
