user_id,signup_date,emirate,user_type
727,2024-04-18,Dubai,agent
728,2025-02-02,Abu Dhabi,agent
729,2025-11-17,Abu Dhabi,buyer
730,2025-09-09,Sharjah,buyer
731,2024-07-07,Dubai,seller
732,2024-07-07,Ras Al Khaimah,buyer
733,2025-04-02,Dubai,buyer
734,2025-10-14,Ras Al Khaimah,seller
735,2025-03-07,Ras Al Khaimah,buyer
736,2025-05-24,Umm Al Quwain,buyer
737,2025-03-28,Abu Dhabi,agent
738,2024-11-23,Abu Dhabi,agent
739,2024-08-29,Sharjah,buyer
740,2025-02-23,Abu Dhabi,agent
741,2024-04-27,Abu Dhabi,buyer
742,2024-09-16,Dubai,seller
743,2024-08-06,Dubai,seller
744,2025-07-10,Abu Dhabi,seller
745,2024-08-18,Dubai,buyer
746,2024-01-29,Ras Al Khaimah,buyer
747,2024-02-24,Umm Al Quwain,buyer
748,2025-02-02,Umm Al Quwain,agent
749,2024-09-15,Dubai,seller
750,2024-07-20,Dubai,agent
751,2025-01-01,Sharjah,agent
752,2024-01-15,Dubai,seller
753,2024-07-05,Sharjah,buyer
754,2025-09-10,Dubai,seller
755,2025-08-09,Dubai,buyer
756,2024-06-03,Abu Dhabi,seller
757,2025-11-05,Sharjah,agent
758,2025-11-24,Dubai,seller
759,2025-09-03,Abu Dhabi,seller
760,2025-01-15,Dubai,seller
761,2024-11-28,Dubai,buyer
762,2024-06-02,Sharjah,buyer
763,2025-12-17,Dubai,seller
764,2025-11-08,Dubai,buyer
765,2025-12-09,Abu Dhabi,agent
766,2025-02-20,Dubai,agent
767,2025-12-11,Abu Dhabi,buyer
768,2024-05-14,Ras Al Khaimah,buyer
769,2024-02-19,Ras Al Khaimah,buyer
770,2025-02-18,Dubai,seller
771,2025-01-02,Ajman,buyer
772,2024-08-03,Dubai,buyer
773,2025-09-19,Abu Dhabi,agent
774,2024-05-07,Ras Al Khaimah,seller
775,2024-03-15,Fujairah,seller
776,2024-03-28,Sharjah,seller
777,2025-11-29,Dubai,buyer
778,2024-02-24,Dubai,seller
779,2025-02-06,Dubai,seller
780,2025-05-05,Dubai,agent
781,2025-12-03,Abu Dhabi,seller
782,2025-04-18,Dubai,buyer
783,2024-07-07,Umm Al Quwain,seller
784,2024-05-11,Abu Dhabi,seller
785,2024-10-08,Ajman,buyer
786,2024-06-06,Umm Al Quwain,seller
787,2025-05-29,Abu Dhabi,seller
788,2025-12-23,Dubai,agent
789,2024-12-21,Sharjah,seller
790,2025-05-09,Dubai,agent
791,2024-09-20,Abu Dhabi,agent
792,2024-05-03,Dubai,buyer
793,2024-01-20,Dubai,buyer
794,2024-01-29,Dubai,seller
795,2025-04-06,Dubai,agent
796,2025-11-25,Ras Al Khaimah,agent
797,2025-04-08,Dubai,seller
798,2024-07-04,Abu Dhabi,buyer
799,2024-03-01,Dubai,seller
800,2024-02-07,Abu Dhabi,buyer
801,2024-04-29,Fujairah,buyer
802,2025-07-31,Sharjah,seller
803,2024-03-07,Abu Dhabi,agent
804,2024-12-27,Abu Dhabi,agent
805,2024-11-27,Dubai,buyer
806,2025-12-20,Abu Dhabi,seller
807,2024-09-12,Sharjah,seller
808,2025-10-28,Abu Dhabi,seller
809,2024-04-29,Abu Dhabi,seller
810,2025-05-19,Dubai,agent
811,2024-05-08,Abu Dhabi,agent
812,2024-08-25,Sharjah,buyer
813,2024-12-19,Dubai,buyer
814,2024-03-14,Abu Dhabi,buyer
815,2024-05-11,Dubai,seller
816,2025-09-13,Dubai,seller
817,2024-03-11,Sharjah,agent
818,2025-02-22,Umm Al Quwain,buyer
819,2024-02-11,Dubai,seller
820,2024-12-15,Dubai,buyer
821,2024-03-04,Dubai,buyer
822,2024-06-06,Dubai,buyer
823,2024-07-06,Dubai,seller
824,2024-09-01,Dubai,agent
825,2024-05-03,Dubai,buyer
826,2024-02-06,Abu Dhabi,buyer
827,2024-06-07,Sharjah,buyer
828,2025-01-15,Abu Dhabi,buyer
829,2024-12-03,Dubai,buyer
830,2024-02-24,Fujairah,seller
831,2024-03-09,Umm Al Quwain,buyer
832,2025-03-28,Dubai,buyer
833,2024-03-26,Abu Dhabi,agent
834,2025-03-04,Sharjah,buyer
835,2024-03-21,Abu Dhabi,agent
836,2025-11-10,Abu Dhabi,agent
837,2024-09-07,Sharjah,seller
838,2025-02-03,Dubai,buyer
839,2025-04-03,Abu Dhabi,buyer
840,2025-09-28,Abu Dhabi,buyer
841,2025-08-02,Abu Dhabi,seller
842,2024-06-20,Dubai,agent
843,2024-08-30,Sharjah,buyer
844,2025-03-27,Umm Al Quwain,buyer
845,2024-11-09,Sharjah,buyer
846,2024-11-10,Fujairah,seller
847,2025-07-27,Dubai,seller
848,2024-07-10,Abu Dhabi,buyer
849,2025-05-30,Dubai,buyer
850,2024-11-23,Abu Dhabi,buyer
851,2024-02-25,Abu Dhabi,seller
852,2025-05-15,Dubai,seller
853,2025-12-31,Dubai,agent
854,2025-07-21,Sharjah,buyer
855,2024-05-08,Dubai,agent
856,2024-12-26,Abu Dhabi,seller
857,2024-02-06,Dubai,agent
858,2024-10-01,Dubai,seller
859,2024-02-03,Umm Al Quwain,seller
860,2024-08-29,Sharjah,seller
861,2025-12-17,Sharjah,buyer
862,2024-12-23,Abu Dhabi,agent
863,2024-05-07,Sharjah,seller
864,2025-07-09,Abu Dhabi,seller
865,2025-12-28,Abu Dhabi,buyer
866,2025-02-28,Abu Dhabi,seller
867,2024-09-07,Ajman,buyer
868,2025-08-18,Sharjah,buyer
869,2025-03-03,Fujairah,buyer
870,2025-05-17,Dubai,buyer
871,2025-03-18,Dubai,seller
872,2024-10-29,Abu Dhabi,seller
873,2024-08-15,Fujairah,agent
874,2024-10-30,Sharjah,buyer
875,2024-04-21,Dubai,buyer
876,2024-04-20,Dubai,seller
877,2024-07-05,Abu Dhabi,buyer
878,2025-05-19,Dubai,agent
879,2024-04-19,Dubai,buyer
880,2024-09-25,Sharjah,seller
881,2024-09-02,Abu Dhabi,seller
882,2025-06-26,Abu Dhabi,buyer
883,2024-02-12,Dubai,seller
884,2024-07-22,Dubai,agent
885,2025-08-14,Dubai,buyer
886,2025-06-02,Dubai,seller
887,2025-04-12,Dubai,buyer
888,2024-05-18,Fujairah,seller
889,2024-11-07,Dubai,buyer
890,2024-07-26,Sharjah,buyer
891,2025-05-29,Umm Al Quwain,agent
892,2025-03-27,Umm Al Quwain,agent
893,2025-09-16,Dubai,buyer
894,2024-09-16,Sharjah,buyer
895,2025-03-20,Abu Dhabi,buyer
896,2025-03-16,Abu Dhabi,buyer
897,2024-06-08,Abu Dhabi,agent
898,2024-12-28,Sharjah,buyer
899,2025-07-31,Abu Dhabi,seller
900,2025-05-02,Dubai,seller
901,2024-06-25,Abu Dhabi,seller
902,2024-11-04,Dubai,buyer
903,2024-05-20,Sharjah,buyer
904,2025-09-06,Sharjah,buyer
905,2024-05-21,Abu Dhabi,agent
906,2024-05-06,Abu Dhabi,agent
907,2025-09-22,Ras Al Khaimah,buyer
908,2025-06-15,Dubai,agent
909,2024-09-29,Dubai,seller
910,2024-04-03,Fujairah,buyer
911,2025-07-30,Abu Dhabi,seller
912,2024-06-17,Sharjah,agent
913,2025-05-02,Fujairah,buyer
914,2024-02-13,Ras Al Khaimah,buyer
915,2025-05-12,Fujairah,agent
916,2024-01-19,Dubai,buyer
917,2025-02-10,Fujairah,agent
918,2025-07-25,Fujairah,agent
919,2025-10-18,Dubai,seller
920,2025-05-03,Dubai,agent
921,2025-01-17,Dubai,agent
922,2024-05-21,Abu Dhabi,buyer
923,2025-06-19,Fujairah,agent
924,2024-12-14,Abu Dhabi,buyer
925,2025-10-09,Dubai,buyer
926,2024-04-30,Abu Dhabi,buyer
927,2025-12-06,Dubai,seller
928,2025-10-12,Sharjah,seller
929,2025-05-06,Sharjah,buyer
930,2025-10-13,Ras Al Khaimah,agent
931,2025-11-30,Ajman,seller
932,2024-01-27,Dubai,seller
933,2025-03-06,Dubai,buyer
934,2024-12-15,Dubai,buyer
935,2025-07-16,Dubai,buyer
936,2024-08-31,Sharjah,agent
937,2025-02-12,Dubai,seller
938,2025-12-11,Dubai,seller
939,2024-02-08,Sharjah,buyer
940,2024-11-25,Dubai,buyer
941,2025-05-09,Abu Dhabi,seller
942,2024-08-11,Ras Al Khaimah,seller
943,2025-02-07,Dubai,buyer
944,2024-12-21,Fujairah,buyer
945,2024-12-06,Abu Dhabi,buyer
946,2025-03-14,Dubai,buyer
947,2024-09-05,Sharjah,seller
948,2025-02-08,Abu Dhabi,seller
949,2025-07-19,Abu Dhabi,seller
950,2025-02-17,Sharjah,buyer
951,2024-09-03,Dubai,seller
952,2025-03-13,Ras Al Khaimah,buyer
953,2024-11-07,Abu Dhabi,seller
954,2025-04-22,Dubai,seller
955,2025-05-13,Dubai,seller
956,2024-11-03,Abu Dhabi,seller
957,2025-09-17,Dubai,buyer
958,2024-03-03,Abu Dhabi,buyer
959,2025-10-05,Dubai,seller
960,2025-07-23,Dubai,seller
961,2024-10-10,Ajman,buyer
962,2025-11-29,Abu Dhabi,buyer
963,2024-11-30,Dubai,buyer
964,2025-07-06,Ajman,seller
965,2024-05-16,Dubai,agent
966,2024-10-24,Sharjah,seller
967,2024-10-18,Dubai,buyer
968,2024-11-19,Dubai,agent
969,2024-10-28,Fujairah,buyer
970,2024-06-03,Fujairah,buyer
971,2024-01-17,Abu Dhabi,seller
972,2024-07-12,Sharjah,agent
973,2024-01-07,Abu Dhabi,buyer
974,2025-05-08,Umm Al Quwain,buyer
975,2025-10-20,Ras Al Khaimah,agent
976,2024-04-14,Dubai,seller
977,2025-02-24,Sharjah,seller
978,2025-07-02,Sharjah,buyer
979,2024-10-12,Dubai,seller
980,2025-01-09,Abu Dhabi,seller
981,2025-01-16,Dubai,buyer
982,2024-05-16,Dubai,buyer
983,2024-02-12,Sharjah,seller
984,2025-10-17,Abu Dhabi,agent
985,2025-03-30,Dubai,buyer
986,2025-05-31,Dubai,agent
987,2024-09-26,Sharjah,buyer
988,2025-03-05,Ajman,buyer
989,2025-12-17,Sharjah,agent
990,2025-08-18,Dubai,buyer
991,2024-09-09,Dubai,buyer
992,2024-10-10,Abu Dhabi,seller
993,2024-04-12,Dubai,seller
994,2024-02-16,Abu Dhabi,buyer
995,2025-09-18,Dubai,agent
996,2024-03-01,Dubai,seller
997,2024-11-10,Dubai,agent
998,2025-03-30,Sharjah,buyer
999,2025-04-16,Abu Dhabi,seller
1000,2025-11-06,Dubai,buyer
1001,2025-08-12,Dubai,seller
1002,2024-05-08,Dubai,buyer
1003,2024-03-06,Dubai,agent
1004,2024-07-19,Ras Al Khaimah,agent
1005,2024-10-16,Abu Dhabi,buyer
1006,2024-08-09,Abu Dhabi,agent
1007,2024-06-18,Fujairah,seller
1008,2024-08-05,Sharjah,buyer
1009,2025-07-05,Abu Dhabi,buyer
1010,2024-04-08,Dubai,seller
1011,2025-09-08,Abu Dhabi,agent
1012,2025-04-11,Dubai,seller
1013,2024-05-12,Ajman,agent
1014,2025-11-07,Abu Dhabi,agent
1015,2024-02-23,Abu Dhabi,buyer
1016,2024-01-09,Dubai,buyer
1017,2024-12-18,Abu Dhabi,agent
1018,2024-06-18,Ajman,buyer
1019,2024-08-25,Sharjah,buyer
1020,2025-07-21,Dubai,seller
1021,2024-03-16,Abu Dhabi,agent
1022,2025-10-24,Dubai,seller
1023,2024-08-10,Sharjah,seller
1024,2024-07-22,Abu Dhabi,agent
1025,2024-04-15,Dubai,agent
1026,2025-08-28,Dubai,agent
1027,2025-10-15,Umm Al Quwain,buyer
1028,2024-11-20,Umm Al Quwain,buyer
1029,2025-09-04,Dubai,seller
1030,2024-01-10,Dubai,agent
1031,2025-04-22,Abu Dhabi,seller
1032,2024-07-09,Dubai,seller
1033,2025-05-05,Dubai,buyer
1034,2024-10-27,Abu Dhabi,buyer
1035,2025-08-17,Dubai,agent
1036,2024-07-12,Abu Dhabi,agent
1037,2025-05-25,Fujairah,buyer
1038,2024-03-15,Abu Dhabi,seller
1039,2025-03-04,Dubai,buyer
1040,2024-10-26,Dubai,agent
1041,2025-09-14,Abu Dhabi,buyer
1042,2024-05-18,Dubai,buyer
1043,2024-06-03,Dubai,agent
1044,2024-08-05,Abu Dhabi,seller
1045,2024-07-17,Sharjah,buyer
1046,2024-01-21,Ajman,agent
1047,2024-09-07,Abu Dhabi,buyer
1048,2025-01-05,Dubai,seller
1049,2024-11-06,Dubai,seller
1050,2024-03-16,Abu Dhabi,agent
1051,2025-02-24,Abu Dhabi,seller
1052,2025-01-01,Dubai,buyer
1053,2024-04-02,Ajman,agent
1054,2024-05-16,Sharjah,seller
1055,2024-12-27,Abu Dhabi,agent
1056,2025-04-30,Dubai,seller
1057,2025-03-25,Dubai,seller
1058,2024-02-21,Dubai,seller
1059,2024-08-30,Sharjah,seller
1060,2024-10-04,Abu Dhabi,buyer
1061,2024-11-27,Dubai,seller
1062,2025-07-04,Dubai,seller
1063,2024-04-14,Dubai,agent
1064,2024-04-17,Dubai,agent
1065,2025-04-27,Sharjah,agent
1066,2025-06-06,Fujairah,buyer
1067,2025-01-25,Dubai,buyer
1068,2024-12-23,Dubai,seller
1069,2024-08-25,Ajman,buyer
1070,2024-11-26,Dubai,buyer
1071,2024-01-09,Abu Dhabi,seller
1072,2025-04-29,Umm Al Quwain,buyer
1073,2024-02-02,Sharjah,agent
1074,2025-12-28,Sharjah,agent
1075,2025-02-16,Sharjah,buyer
1076,2025-03-16,Dubai,seller
1077,2025-06-10,Dubai,buyer
1078,2024-04-08,Dubai,buyer
1079,2025-12-15,Abu Dhabi,seller
1080,2025-10-29,Abu Dhabi,agent
1081,2024-10-20,Dubai,seller
1082,2025-12-29,Dubai,buyer
1083,2024-03-30,Ras Al Khaimah,agent
1084,2025-09-22,Abu Dhabi,buyer
1085,2024-02-21,Dubai,agent
1086,2024-04-02,Ras Al Khaimah,seller
1087,2024-05-25,Dubai,agent
1088,2025-02-20,Dubai,agent
1089,2025-07-30,Abu Dhabi,seller
1090,2025-08-20,Sharjah,buyer
1091,2025-04-30,Dubai,buyer
1092,2024-06-28,Dubai,agent
1093,2024-04-17,Dubai,agent
1094,2025-04-12,Dubai,seller
1095,2024-11-16,Dubai,agent
1096,2025-03-18,Sharjah,seller
1097,2025-04-08,Umm Al Quwain,buyer
1098,2024-03-22,Abu Dhabi,agent
1099,2025-07-08,Dubai,seller
1100,2025-02-03,Umm Al Quwain,buyer
1101,2025-10-25,Sharjah,buyer
1102,2025-09-19,Dubai,agent
1103,2025-11-03,Abu Dhabi,buyer
1104,2024-04-23,Fujairah,buyer
1105,2024-05-18,Sharjah,seller
1106,2024-02-03,Dubai,seller
1107,2025-08-05,Sharjah,seller
1108,2024-12-15,Dubai,buyer
1109,2025-05-29,Sharjah,seller
1110,2025-05-10,Sharjah,buyer
1111,2024-03-28,Dubai,buyer
1112,2024-01-29,Dubai,buyer
1113,2025-03-25,Dubai,buyer
1114,2024-11-24,Dubai,buyer
1115,2024-10-21,Abu Dhabi,buyer
1116,2024-01-29,Dubai,buyer
1117,2025-07-15,Dubai,seller
1118,2025-10-13,Dubai,buyer
1119,2024-11-14,Dubai,buyer
1120,2024-08-14,Dubai,agent
1121,2024-10-17,Fujairah,agent
1122,2024-05-08,Abu Dhabi,buyer
1123,2024-12-14,Dubai,buyer
1124,2024-02-05,Dubai,buyer
1125,2025-12-10,Dubai,buyer
1126,2024-02-24,Abu Dhabi,buyer
1127,2024-11-10,Dubai,buyer
1128,2025-05-11,Dubai,seller
1129,2025-07-16,Abu Dhabi,buyer
1130,2025-04-21,Dubai,buyer
1131,2024-08-31,Fujairah,buyer
1132,2025-09-29,Abu Dhabi,agent
1133,2025-06-19,Dubai,buyer
1134,2024-11-28,Ajman,agent
1135,2024-11-27,Umm Al Quwain,buyer
1136,2024-04-28,Dubai,agent
1137,2025-06-20,Dubai,buyer
1138,2025-11-19,Umm Al Quwain,agent
1139,2025-06-08,Dubai,seller
1140,2024-01-10,Abu Dhabi,seller
1141,2025-11-25,Dubai,buyer
1142,2025-02-08,Ajman,buyer
1143,2025-06-08,Dubai,seller
1144,2025-05-18,Abu Dhabi,seller
1145,2025-01-13,Sharjah,seller
1146,2024-07-20,Umm Al Quwain,buyer
1147,2025-01-05,Sharjah,buyer
1148,2024-11-23,Dubai,seller
1149,2024-11-27,Ajman,seller
1150,2024-08-15,Abu Dhabi,buyer
1151,2025-01-17,Abu Dhabi,buyer
1152,2025-05-25,Sharjah,seller
1153,2025-10-25,Sharjah,buyer
1154,2025-01-16,Umm Al Quwain,buyer
1155,2024-08-11,Abu Dhabi,seller
1156,2025-09-12,Fujairah,seller
1157,2024-02-26,Abu Dhabi,seller
1158,2025-02-28,Dubai,agent
1159,2024-08-06,Abu Dhabi,seller
1160,2025-01-05,Dubai,seller
1161,2024-12-09,Sharjah,buyer
1162,2025-09-17,Abu Dhabi,buyer
1163,2024-01-16,Umm Al Quwain,seller
1164,2024-07-23,Dubai,seller
1165,2025-08-01,Umm Al Quwain,buyer
1166,2025-08-13,Dubai,buyer
1167,2024-02-05,Abu Dhabi,seller
1168,2025-08-12,Abu Dhabi,seller
1169,2025-11-04,Abu Dhabi,buyer
1170,2024-11-28,Sharjah,seller
1171,2025-01-04,Abu Dhabi,buyer
1172,2025-12-30,Dubai,buyer
1173,2024-12-12,Abu Dhabi,agent
1174,2024-06-29,Dubai,agent
1175,2024-10-21,Dubai,buyer
1176,2025-05-12,Abu Dhabi,buyer
1177,2025-11-17,Abu Dhabi,buyer
1178,2024-08-28,Abu Dhabi,seller
1179,2025-12-29,Dubai,buyer
1180,2025-04-18,Ajman,buyer
1181,2024-05-14,Ajman,seller
1182,2024-10-17,Sharjah,buyer
1183,2024-05-09,Umm Al Quwain,buyer
1184,2024-04-14,Dubai,buyer
1185,2024-03-15,Abu Dhabi,agent
1186,2024-05-02,Dubai,buyer
1187,2024-03-14,Dubai,seller
1188,2024-09-09,Abu Dhabi,buyer
1189,2025-11-25,Abu Dhabi,buyer
1190,2024-07-26,Abu Dhabi,buyer
1191,2025-03-27,Sharjah,buyer
1192,2025-06-02,Sharjah,agent
1193,2024-08-09,Dubai,buyer
1194,2025-02-02,Ras Al Khaimah,buyer
1195,2025-07-04,Dubai,buyer
1196,2025-12-31,Dubai,agent
1197,2024-12-15,Abu Dhabi,seller
1198,2025-12-10,Abu Dhabi,seller
1199,2025-02-11,Abu Dhabi,buyer
1200,2025-12-17,Ajman,seller
1201,2025-05-17,Ajman,seller
1202,2025-02-26,Dubai,seller
1203,2025-03-16,Dubai,buyer
1204,2024-04-12,Dubai,buyer
1205,2025-01-11,Dubai,seller
1206,2024-04-09,Abu Dhabi,buyer
1207,2025-10-07,Dubai,buyer
1208,2024-04-11,Dubai,seller
1209,2025-05-02,Sharjah,seller
1210,2025-02-06,Umm Al Quwain,seller
1211,2024-06-30,Abu Dhabi,buyer
1212,2024-08-10,Dubai,buyer
1213,2024-03-05,Dubai,buyer
1214,2024-11-15,Dubai,buyer
1215,2024-01-27,Ajman,agent
1216,2024-06-18,Abu Dhabi,buyer
1217,2024-11-16,Sharjah,buyer
1218,2024-03-11,Ajman,buyer
1219,2024-12-08,Dubai,buyer
1220,2024-03-26,Sharjah,buyer
1221,2025-11-21,Dubai,seller
1222,2025-05-14,Dubai,buyer
1223,2024-09-23,Sharjah,seller
1224,2024-08-12,Abu Dhabi,buyer
1225,2025-03-21,Dubai,seller
1226,2025-04-19,Ajman,buyer
1227,2024-12-01,Ajman,buyer
1228,2025-10-17,Sharjah,seller
1229,2025-10-19,Umm Al Quwain,buyer
1230,2024-12-07,Ajman,seller
1231,2024-07-26,Dubai,agent
1232,2024-11-28,Abu Dhabi,buyer
1233,2025-04-19,Ajman,buyer
1234,2025-11-13,Umm Al Quwain,seller
1235,2025-04-11,Dubai,agent
1236,2025-06-23,Abu Dhabi,buyer
1237,2024-05-22,Sharjah,seller
1238,2024-05-14,Dubai,buyer
1239,2024-03-06,Dubai,buyer
1240,2025-08-08,Dubai,buyer
1241,2024-12-06,Dubai,seller
1242,2025-12-17,Dubai,seller
1243,2025-03-02,Dubai,buyer
1244,2024-04-13,Ras Al Khaimah,agent
1245,2025-01-13,Sharjah,buyer
1246,2024-01-22,Umm Al Quwain,seller
1247,2024-02-07,Fujairah,agent
1248,2024-04-04,Ras Al Khaimah,buyer
1249,2024-12-05,Ras Al Khaimah,buyer
1250,2024-09-10,Sharjah,agent
1251,2025-06-28,Sharjah,seller
1252,2024-09-10,Abu Dhabi,seller
1253,2024-04-06,Dubai,buyer
1254,2024-12-28,Abu Dhabi,seller
1255,2025-12-11,Ras Al Khaimah,buyer
1256,2025-09-26,Abu Dhabi,buyer
1257,2025-07-29,Fujairah,buyer
1258,2024-06-19,Umm Al Quwain,buyer
1259,2025-04-25,Dubai,seller
1260,2025-12-01,Sharjah,seller
1261,2024-08-13,Abu Dhabi,seller
1262,2025-07-15,Dubai,buyer
1263,2025-01-04,Abu Dhabi,buyer
1264,2024-06-03,Abu Dhabi,buyer
1265,2025-11-04,Dubai,agent
1266,2024-12-18,Dubai,seller
1267,2024-10-28,Abu Dhabi,buyer
1268,2024-11-14,Dubai,seller
1269,2025-01-26,Dubai,buyer
1270,2024-09-19,Sharjah,buyer
1271,2024-04-14,Dubai,agent
1272,2024-04-22,Abu Dhabi,buyer
1273,2024-01-04,Umm Al Quwain,buyer
1274,2024-06-09,Sharjah,buyer
1275,2024-10-06,Abu Dhabi,buyer
1276,2025-10-03,Fujairah,buyer
1277,2025-01-13,Sharjah,buyer
1278,2025-10-08,Dubai,agent
1279,2025-10-30,Dubai,buyer
1280,2025-12-05,Dubai,seller
1281,2025-11-28,Dubai,seller
1282,2024-08-18,Sharjah,buyer
1283,2024-02-23,Abu Dhabi,buyer
1284,2025-06-24,Dubai,seller
1285,2025-08-03,Dubai,seller
1286,2024-09-24,Ajman,agent
1287,2025-09-19,Abu Dhabi,buyer
1288,2025-10-18,Dubai,buyer
1289,2024-01-26,Sharjah,buyer
1290,2025-04-18,Dubai,agent
1291,2025-08-10,Dubai,seller
1292,2025-09-29,Sharjah,buyer
1293,2024-05-11,Umm Al Quwain,buyer
1294,2024-01-16,Abu Dhabi,buyer
1295,2025-02-08,Sharjah,buyer
1296,2025-02-19,Sharjah,seller
1297,2025-06-30,Dubai,buyer
1298,2024-11-21,Sharjah,agent
1299,2025-03-28,Dubai,buyer
1300,2024-06-26,Sharjah,seller
1301,2025-07-07,Dubai,agent
1302,2024-03-21,Dubai,buyer
1303,2025-09-14,Dubai,buyer
1304,2024-03-08,Abu Dhabi,seller
1305,2024-11-05,Abu Dhabi,seller
1306,2024-04-06,Sharjah,agent
1307,2024-11-24,Sharjah,buyer
1308,2025-07-24,Abu Dhabi,seller
1309,2024-02-02,Sharjah,buyer
1310,2025-10-05,Dubai,agent
1311,2025-11-10,Umm Al Quwain,buyer
1312,2025-03-29,Dubai,buyer
1313,2024-09-03,Abu Dhabi,seller
1314,2024-10-06,Umm Al Quwain,agent
1315,2024-05-29,Fujairah,buyer
1316,2024-03-07,Ras Al Khaimah,seller
1317,2024-12-31,Dubai,seller
1318,2025-04-29,Sharjah,agent
1319,2024-07-02,Sharjah,buyer
1320,2025-04-09,Dubai,buyer
1321,2025-01-01,Dubai,buyer
1322,2025-08-25,Sharjah,seller
1323,2024-07-31,Abu Dhabi,seller
1324,2025-03-10,Abu Dhabi,seller
1325,2025-10-30,Dubai,seller
1326,2024-07-28,Abu Dhabi,buyer
1327,2025-01-25,Dubai,seller
1328,2024-01-18,Dubai,agent
1329,2024-04-30,Abu Dhabi,buyer
1330,2025-12-03,Abu Dhabi,agent
1331,2025-12-09,Sharjah,buyer
1332,2025-06-12,Sharjah,seller
1333,2025-06-08,Ajman,buyer
1334,2024-03-22,Dubai,buyer
1335,2024-05-07,Abu Dhabi,seller
1336,2025-08-05,Dubai,seller
1337,2024-11-03,Sharjah,buyer
1338,2025-03-09,Sharjah,seller
1339,2025-10-28,Dubai,agent
1340,2024-08-23,Abu Dhabi,seller
1341,2024-07-06,Sharjah,buyer
1342,2024-08-05,Dubai,seller
1343,2025-10-26,Dubai,agent
1344,2025-08-28,Sharjah,buyer
1345,2025-11-03,Ajman,buyer
1346,2024-11-04,Dubai,seller
1347,2025-08-21,Abu Dhabi,buyer
1348,2024-12-29,Abu Dhabi,buyer
1349,2024-11-14,Abu Dhabi,seller
1350,2025-09-28,Dubai,buyer
1351,2024-02-18,Dubai,seller
1352,2025-06-23,Sharjah,buyer
1353,2025-10-07,Abu Dhabi,buyer
1354,2025-10-08,Ras Al Khaimah,buyer
1355,2025-10-02,Abu Dhabi,buyer
1356,2024-12-13,Dubai,agent
1357,2025-02-01,Ras Al Khaimah,seller
1358,2024-06-10,Fujairah,seller
1359,2025-01-26,Abu Dhabi,buyer
1360,2025-12-06,Abu Dhabi,seller
1361,2025-02-24,Dubai,buyer
1362,2025-12-26,Dubai,seller
1363,2024-08-01,Fujairah,buyer
1364,2025-12-02,Ajman,agent
1365,2024-03-06,Umm Al Quwain,buyer
1366,2025-01-28,Abu Dhabi,buyer
1367,2025-11-26,Ajman,buyer
1368,2025-07-16,Abu Dhabi,buyer
1369,2025-03-05,Dubai,seller
1370,2025-03-12,Dubai,seller
1371,2024-10-17,Abu Dhabi,seller
1372,2025-07-08,Abu Dhabi,seller
1373,2024-04-12,Dubai,agent
1374,2025-12-08,Sharjah,buyer
1375,2024-11-15,Dubai,buyer
1376,2025-08-26,Dubai,buyer
1377,2025-10-04,Ajman,agent
1378,2025-03-27,Umm Al Quwain,buyer
1379,2024-04-05,Sharjah,agent
1380,2024-11-23,Sharjah,buyer
1381,2025-06-06,Abu Dhabi,buyer
1382,2024-05-27,Abu Dhabi,buyer
1383,2025-11-15,Umm Al Quwain,seller
1384,2024-11-29,Dubai,agent
1385,2024-06-05,Ras Al Khaimah,seller
1386,2025-05-09,Sharjah,buyer
1387,2025-10-09,Umm Al Quwain,buyer
1388,2024-12-13,Dubai,buyer
1389,2024-10-19,Ajman,buyer
1390,2025-09-15,Abu Dhabi,buyer
1391,2025-02-27,Umm Al Quwain,buyer
1392,2025-06-30,Dubai,buyer
1393,2024-08-17,Ajman,seller
1394,2025-09-11,Sharjah,buyer
1395,2024-07-23,Dubai,buyer
1396,2024-08-18,Dubai,seller
1397,2025-11-02,Abu Dhabi,buyer
1398,2025-06-19,Dubai,buyer
1399,2025-12-15,Abu Dhabi,seller
1400,2024-10-17,Umm Al Quwain,buyer
1401,2024-03-27,Dubai,buyer
1402,2024-05-20,Dubai,buyer
1403,2024-01-09,Sharjah,agent
1404,2024-08-12,Sharjah,buyer
1405,2025-02-11,Ajman,buyer
1406,2024-12-16,Dubai,buyer
1407,2024-11-06,Dubai,seller
1408,2025-05-01,Sharjah,buyer
1409,2024-10-12,Umm Al Quwain,buyer
1410,2024-09-12,Abu Dhabi,buyer
1411,2025-02-13,Sharjah,buyer
1412,2024-01-20,Abu Dhabi,agent
1413,2025-02-15,Dubai,buyer
1414,2024-06-24,Ajman,agent
1415,2025-10-10,Dubai,agent
1416,2024-11-09,Dubai,seller
1417,2024-04-30,Abu Dhabi,seller
1418,2025-10-26,Dubai,agent
1419,2024-06-24,Dubai,buyer
1420,2024-06-19,Fujairah,buyer
1421,2025-05-26,Dubai,agent
1422,2024-10-31,Ajman,buyer
1423,2025-09-26,Dubai,buyer
1424,2024-02-15,Dubai,seller
1425,2024-03-22,Ajman,buyer
1426,2025-08-01,Dubai,seller
1427,2025-05-10,Dubai,buyer
1428,2024-10-09,Dubai,buyer
1429,2025-09-25,Ras Al Khaimah,buyer
1430,2024-11-19,Abu Dhabi,buyer
1431,2024-08-09,Dubai,buyer
